Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
2017,ILLINOIS,17,EAST,50,CHAMPAIGN,19,64.3
2017,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,65.6
2017,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,56.5
2017,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,44.3
2017,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,50.8
2017,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,64.3
2017,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,52.7
2017,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,54.1
2017,ILLINOIS,17,NORTHEAST,20,DE KALB,37,53.6
2017,ILLINOIS,17,CENTRAL,40,DE WITT,39,65.9
2017,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,63.7
2017,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,64.7
2017,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,55.6
2017,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,55.3
2017,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,53.5
2017,ILLINOIS,17,EAST,50,FORD,53,62.4
2017,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,46.4
2017,ILLINOIS,17,WEST,30,FULTON,57,60.1
2017,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,54.5
2017,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,63.9
2017,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,57.3
2017,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,51.3
2017,ILLINOIS,17,WEST,30,HANCOCK,67,66.1
2017,ILLINOIS,17,WEST,30,HENDERSON,71,61.6
2017,ILLINOIS,17,NORTHWEST,10,HENRY,73,58.9
2017,ILLINOIS,17,EAST,50,IROQUOIS,75,57.1
2017,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,50.1
2017,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,54.6
2017,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,40.9
2017,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,56.9
2017,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,53.4
2017,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,48
2017,ILLINOIS,17,NORTHEAST,20,KANE,89,53.6
2017,ILLINOIS,17,EAST,50,KANKAKEE,91,52.2
2017,ILLINOIS,17,NORTHEAST,20,KENDALL,93,58.9
2017,ILLINOIS,17,WEST,30,KNOX,95,63.7
2017,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,60.8
2017,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,51
2017,ILLINOIS,17,NORTHWEST,10,LEE,103,59.4
2017,ILLINOIS,17,EAST,50,LIVINGSTON,105,58.8
2017,ILLINOIS,17,CENTRAL,40,LOGAN,107,64.7
2017,ILLINOIS,17,WEST,30,MCDONOUGH,109,64.7
2017,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,47.2
2017,ILLINOIS,17,CENTRAL,40,MCLEAN,113,66.8
2017,ILLINOIS,17,CENTRAL,40,MACON,115,66.2
2017,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,61.3
2017,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,56.7
2017,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,45.9
2017,ILLINOIS,17,CENTRAL,40,MARSHALL,123,60.1
2017,ILLINOIS,17,CENTRAL,40,MASON,125,62.1
2017,ILLINOIS,17,CENTRAL,40,MENARD,129,63.9
2017,ILLINOIS,17,NORTHWEST,10,MERCER,131,60
2017,ILLINOIS,17,SOUTHWEST,80,MONROE,133,43.4
2017,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,61.9
2017,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,60.2
2017,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,66.4
2017,ILLINOIS,17,NORTHWEST,10,OGLE,141,55
2017,ILLINOIS,17,CENTRAL,40,PEORIA,143,63.9
2017,ILLINOIS,17,SOUTHWEST,80,PERRY,145,42.7
2017,ILLINOIS,17,EAST,50,PIATT,147,69.4
2017,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,57.7
2017,ILLINOIS,17,SOUTHEAST,90,POPE,151,44.6
2017,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,44.5
2017,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,57.2
2017,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,44.4
2017,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,48.8
2017,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,58.6
2017,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,50.9
2017,ILLINOIS,17,SOUTHEAST,90,SALINE,165,49.9
2017,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,70.3
2017,ILLINOIS,17,WEST,30,SCHUYLER,169,58.6
2017,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,62.9
